budget,genres,id,keywords,original_language,original_title,popularity,production_countries,release_date,revenue,runtime,spoken_languages,status,title,vote_average,vote_count,movie_id,cast,crew,Profit
0,['Drama'],244776,"['woman director', 'young couple', 'secluded', 'family estate']",en,The Sleepwalker,0.926084,"['Norway', 'United States of America']",2014-01-20,0,92.0,['English'],Released,The Sleepwalker,4.1,7,244776,"['Christopher Abbott', 'Brady Corbet', 'Stephanie Ellis']",['Mona Lerche'],0
1000000,"['Adventure', 'Comedy', 'History', 'Romance']",5769,"['from rags to riches', 'tutor', 'squire']",en,Tom Jones,2.833166,['United Kingdom'],1963-10-06,37600000,128.0,['English'],Released,Tom Jones,6.1,39,5769,"['Albert Finney', 'Susannah York', 'Hugh Griffith']",['Tony Richardson'],36600000
1000000,"['Horror', 'Thriller']",277685,"['computer', 'bullying', 'revenge', 'internet', 'teenager', 'violence', 'internet chat', 'humiliation', 'death', 'extramarital affair', 'vengeful ghost', 'computer screen', 'ghost', 'one night', 'found footage', 'skype', 'facebook', 'blender']",en,Unfriended,41.972329,['United States of America'],2015-04-17,62882090,82.0,['English'],Released,Unfriended,5.5,1047,277685,"['Shelley Hennig', 'Moses Jacob Storm', 'Renee Olstead']",['Levan Gabriadze'],61882090
1300000,"['Crime', 'Drama']",103,"['vietnam veteran', 'taxi', 'obsession', 'drug dealer', 'night shift', 'vigilante', 'alienation', 'misanthrope', 'shot to death', 'illegal prostitution', 'loner']",en,Taxi Driver,58.845025,['United States of America'],1976-02-07,28262574,114.0,"['English', 'Español']",Released,Taxi Driver,8.0,2535,103,"['Robert De Niro', 'Cybill Shepherd', 'Harvey Keitel']",['Martin Scorsese'],26962574
1000000,"['Drama', 'Horror']",11298,"['insane asylum', 'werewolf', 'newswoman']",en,The Howling,6.532855,['United States of America'],1981-04-03,17985893,91.0,['English'],Released,The Howling,6.4,161,11298,"['Patrick Macnee', 'Dennis Dugan', 'Christopher Stone']",['Joe Dante'],16985893
950000,"['Adventure', 'Action', 'Thriller']",646,"['london england', 'england', 'assassination', 'spy', 'casino', 'exotic island', 'card game', 'space marine', 'intelligence', 'jamaica', 'secret base', 'secret mission', 'baccarat', 'secret organization', 'secret intelligence service', 'nuclear radiation', 'villain', 'secret agent', 'atomic reactor']",en,Dr. No,48.901542,"['Jamaica', 'United Kingdom']",1962-10-04,59600000,110.0,"['English', 'Français']",Released,Dr. No,6.9,940,646,"['Sean Connery', 'Ursula Andress', 'Joseph Wiseman']",['Terence Young'],58650000
0,"['Horror', 'Thriller']",93856,"['radiation', 'ukraine', 'nuclear radiation', 'tourist', 'nuclear power plant', 'stranded', 'deserted town', 'pripyat']",en,Chernobyl Diaries,20.649145,['United States of America'],2012-05-24,18112929,88.0,['English'],Released,Chernobyl Diaries,4.9,483,93856,"['Jesse McCartney', 'Jonathan Sadowski', 'Olivia Taylor Dudley']",['Bradley Parker'],18112929
1000000,['Horror'],9003,"['underworld', 'seduction', 'supernatural', 'pinhead', 'revenge', 'undead', 'demon', 'puzzle box', 'attic', 'cenobites', 'body horror']",en,Hellraiser,22.583834,['United Kingdom'],1987-09-11,14564027,94.0,['English'],Released,Hellraiser,6.9,449,9003,"['Andrew Robinson', 'Clare Higgins', 'Ashley Laurence']",['Clive Barker'],13564027
5000000,['Drama'],347126,['christian'],en,God's Not Dead 2,6.96858,['United States of America'],2016-04-01,23507567,121.0,['English'],Released,God's Not Dead 2,5.7,72,347126,"['Hayley Orrantia', 'Melissa Joan Hart', 'Jesse Metcalfe']",['Harold Cronk'],18507567
1000000,"['Horror', 'Thriller']",10092,"['murder', 'serial killer', 'student', 'rumor']",en,Cry_Wolf,6.926926,['United States of America'],2005-09-16,10047674,90.0,"['English', 'Deutsch', 'Português']",Released,Cry_Wolf,5.6,126,10092,"['Julian Morris', 'Lindy Booth', 'Jared Padalecki']",['Jeff Wadlow'],9047674
1000000,"['Adventure', 'Horror', 'Action', 'Science Fiction']",10643,"['japan', 'monster', 'flying saucer', 'godzilla', 'city', 'kaiju']",ja,Gojira ni-sen mireniamu,3.322721,['Japan'],1999-12-11,10037390,107.0,['日本語'],Released,Godzilla 2000,5.9,43,10643,"['Takehiro Murata', 'Naomi Nishida', 'Mayu Suzuki']",['Takao Okawara'],9037390
3500000,"['Drama', 'Romance']",46705,"['dancing', 'nurse', 'depression', 'classroom', 'bridge', 'marriage', 'truck', 'love', 'dysfunctional family', 'children']",en,Blue Valentine,26.881611,['United States of America'],2010-12-27,16566240,112.0,['English'],Released,Blue Valentine,6.9,890,46705,"['Ryan Gosling', 'Michelle Williams', 'Mike Vogel']",['Derek Cianfrance'],13066240
1000000,['Drama'],546,"['individual', 'gay', 'new york', 'usa', 'missionary', 'father son relationship', 'sexual identity', 'transsexuality', 'runaway', 'sexual abuse', 'waitress', 'parents kids relationship', 'drug addiction', 'cocaine', ""women's sexual identity"", 'hustler', 'new identity', 'motel', 'therapist', 'porn actor', 'road trip', 'independent film', 'los angeles', 'transgender', 'stolen cars', 'hitchhike']",en,Transamerica,9.773398,['United States of America'],2005-12-23,13350369,103.0,['English'],Released,Transamerica,6.9,144,546,"['Felicity Huffman', 'Kevin Zegers', 'Elizabeth Peña']",['Duncan Tucker'],12350369
1000000,"['Thriller', 'Horror']",76487,"['rome', 'exorcism', 'death', 'demonic possession', 'found footage']",en,The Devil Inside,13.152822,['United States of America'],2012-01-06,101758490,83.0,['English'],Released,The Devil Inside,4.6,262,76487,"['Fernanda Andrade', 'Simon Quarterman', 'Evan Helmuth']",['William Brent Bell'],100758490
2090000,"['Comedy', 'Drama', 'Thriller']",5722,"['pop', 'pop star', 'musical']",en,Beyond the Valley of the Dolls,4.289003,['United States of America'],1970-07-17,40000000,109.0,['English'],Released,Beyond the Valley of the Dolls,6.6,53,5722,"['Dolly Read', 'Cynthia Myers', 'Marcia McBroom']",['Russ Meyer'],37910000
1000000,"['Drama', 'Action', 'Western', 'Music', 'Romance']",39833,['civil war'],en,Love Me Tender,1.444258,['United States of America'],1956-11-15,9000000,89.0,['English'],Released,Love Me Tender,5.5,21,39833,"['Richard Egan', 'Debra Paget', 'Elvis Presley']",['Robert D. Webb'],8000000
1000000,['Documentary'],1781,"['climate change', 'greenhouse effect', 'climate', 'earth', 'global warming', 'politics', 'truth', 'crisis', 'nature', 'environment', 'science', 'audience']",en,An Inconvenient Truth,14.139004,['United States of America'],2006-01-24,46243000,100.0,['English'],Released,An Inconvenient Truth,6.7,251,1781,"['Al Gore', 'Billy West', 'Ronald Reagan']",['Davis Guggenheim'],45243000
1000000,"['Action', 'Drama', 'History', 'War']",18712,"['sergeant', 'iwo jima']",en,Sands of Iwo Jima,3.851,['United States of America'],1949-12-14,7800000,100.0,['English'],Released,Sands of Iwo Jima,6.2,33,18712,"['John Wayne', 'John Agar', 'Adele Mara']",['Allan Dwan'],6800000
0,"['Documentary', 'Music']",7944,"['new york', 'film director', 'legend', 'song', 'public', 'rolling stones', 'rock', 'guest', 'music video', 'music', 'concert', 'theatre milieu', 'performance']",en,Shine a Light,2.162522,"['United Kingdom', 'United States of America']",2008-02-07,0,122.0,['English'],Released,Shine a Light,7.2,44,7944,"['Mick Jagger', 'Keith Richards', 'Charlie Watts']",['Martin Scorsese'],0
5000000,"['Action', 'Adventure', 'Horror', 'Thriller']",171424,"['chile', 'gore', 'jungle', 'extreme violence', 'cannibal', 'south america']",en,The Green Inferno,17.845161,"['Canada', 'Chile', 'United States of America']",2014-09-04,6833445,100.0,['English'],Released,The Green Inferno,5.0,349,171424,"['Lorenza Izzo', 'Ariel Levy', 'Sky Ferreira']",['Eli Roth'],1833445
0,"['Drama', 'Romance', 'Family']",361475,['gay'],en,Departure,0.42583,"['France', 'United Kingdom']",2016-05-20,0,109.0,"['English', 'Français']",Released,Departure,7.5,12,361475,"['Juliet Stevenson', 'Alex Lawther', 'Phénix Brossard']",['Andrew Steggall'],0
1000000,"['Drama', 'Romance', 'Comedy']",113947,"['cat', 'virgin', 'narration', 'wheelchair', 'graduation', 'sexual arousal', 'judaism', 'power outage', 'intimate', 'catholic church', 'sexual awakening', 'male virgin', 'woman crying', 'sponge bath', 'catholic priest', 'jealous husband', 'iron lung', 'sex surrogate', 'polio', 'crying woman', 'polio victim', 'jewish man', 'true life character', 'gurney', 'sexual pleasure', 'pity sex', 'jewish convert', 'handicap sex', 'sexual exploration', 'naked woman', 'thrift store']",en,The Sessions,9.115486,['United States of America'],2012-05-02,9138338,98.0,['English'],Released,The Sessions,6.6,179,113947,"['John Hawkes', 'Helen Hunt', 'William H. Macy']",['Ben Lewin'],8138338
0,['Documentary'],18570,"['food industry', 'monsanto', 'organic food', 'sustainable', 'griculture', 'corn']",en,"Food, Inc.",15.017162,['United States of America'],2008-09-07,0,94.0,['English'],Released,"Food, Inc.",7.4,217,18570,"['Michael Pollan', 'Eric Schlosser', 'Richard Lobb']",['Robert Kenner'],0
0,['Drama'],83860,"['adoption', 'college']",en,October Baby,1.86221,['United States of America'],2011-10-30,5355847,107.0,['English'],Released,October Baby,6.8,35,83860,"['Rachel Hendrix ', 'Jason Burkey', 'Robert Amaya ']",['Andrew Erwin'],5355847
0,"['Comedy', 'Drama', 'Romance']",41469,['independent film'],en,Next Stop Wonderland,1.334481,['United States of America'],1998-08-21,0,96.0,['English'],Released,Next Stop Wonderland,6.0,20,41469,"['Hope Davis', 'Philip Seymour Hoffman', 'Holland Taylor']",['Brad Anderson'],0
0,['Drama'],244772,"['new york', 'adultery', 'confession', 'brother sister relationship', 'infidelity', 'bisexuality', 'rejection', 'cowardice', 'reunion', 'death of father', 'mother daughter relationship', 'lesbian', 'in the closet', 'teacher student relationship', 'mother son relationship', 'lgbt', 'gay lead character', 'gay brother', 'estrangement', 'fraternal twins', 'new ager', 'twin synchronization']",en,The Skeleton Twins,15.699363,['United States of America'],2014-01-18,5284309,90.0,['English'],Released,The Skeleton Twins,6.7,292,244772,"['Kristen Wiig', 'Bill Hader', 'Luke Wilson']",['Craig Johnson'],5284309
0,"['Drama', 'Thriller']",50837,"['sexual abuse', 'cult', 'boundary violations', 'mumblegore']",en,Martha Marcy May Marlene,17.806082,['United States of America'],2011-10-21,3538446,101.0,['English'],Released,Martha Marcy May Marlene,6.7,277,50837,"['Elizabeth Olsen', 'Hugh Dancy', 'John Hawkes']",['Sean Durkin'],3538446
0,"['Comedy', 'Romance']",248774,"['independent film', 'woman director']",en,Obvious Child,10.12895,['United States of America'],2014-06-06,3123963,83.0,['English'],Released,Obvious Child,6.7,187,248774,"['Jenny Slate', 'Jake Lacy', 'Gaby Hoffmann']",['Gillian Robespierre'],3123963
0,['Drama'],10183,"['human trafficking', 'woman director']",en,Frozen River,4.805651,['United States of America'],2008-08-01,0,97.0,"['English', 'Français', 'اردو', '普通话']",Released,Frozen River,6.7,99,10183,"['Melissa Leo', 'Misty Upham', 'Charlie McDermott']",['Courtney Hunt'],0
1000000,"['Documentary', 'Music']",159014,[],en,20 Feet from Stardom,5.247956,['United States of America'],2013-06-14,0,89.0,['English'],Released,20 Feet from Stardom,7.4,85,159014,"['Bette Midler', 'Mick Jagger', 'Sting']",['Morgan Neville'],-1000000
1000000,"['Drama', 'Romance']",32456,"['love', 'revenge', 'loft', 'analingus', 'actor']",en,Two Girls and a Guy,4.86805,['United States of America'],1997-09-07,2057193,84.0,['English'],Released,Two Girls and a Guy,5.4,24,32456,"['Robert Downey Jr.', 'Natasha Gregson Wagner', 'Heather Graham']",['James Toback'],1057193
0,"['Comedy', 'Drama', 'Romance']",49963,"['independent film', 'woman director']",en,Walking and Talking,0.367312,"['Germany', 'United Kingdom', 'United States of America']",1996-07-17,0,86.0,['English'],Released,Walking and Talking,6.6,7,49963,"['Catherine Keener', 'Anne Heche', 'Liev Schreiber']",['Nicole Holofcener'],0
1000000,['Documentary'],13508,"['energy supply', 'automobile industry', 'independent film']",en,Who Killed the Electric Car?,5.323184,['United States of America'],2006-08-04,1678874,92.0,"['English', 'Français', 'Magyar']",Released,Who Killed the Electric Car?,7.2,59,13508,"['Martin Sheen', 'Mel Gibson', 'Tom Hanks']",['Chris Paine'],678874
1000000,"['Comedy', 'Drama', 'Romance']",22597,"['gay', 'roommate', 'male friendship', 'in vitro fertilisation', 'romantic comedy', 'lesbian relationship', 'gay relationship', 'gay interest']",en,The Broken Hearts Club: A Romantic Comedy,3.424158,['United States of America'],2000-02-01,1744858,94.0,"['English', 'Français', 'Pусский']",Released,The Broken Hearts Club: A Romantic Comedy,6.3,25,22597,"['Ben Weber', 'Timothy Olyphant', 'Matt McGrath']",['Greg Berlanti'],744858
1000000,"['Comedy', 'Horror', 'Thriller', 'Mystery', 'Fantasy']",9707,"['john f. kennedy', 'elvis presley']",en,Bubba Ho-tep,9.954848,['United States of America'],2002-06-09,0,92.0,"['English', 'Deutsch']",Released,Bubba Ho-tep,6.7,191,9707,"['Bruce Campbell', 'Ossie Davis', 'Ella Joyce']",['Don Coscarelli'],-1000000
1,['Drama'],37532,['independent film'],en,Slam,0.29245,[],1998-10-07,0,100.0,[],Released,Slam,6.7,7,37532,"['Saul Williams', 'Sonja Sohn', 'Bonz Malone']",['Marc Levin'],-1
1000000,"['Crime', 'Drama', 'Mystery', 'Thriller']",26791,[],en,Brigham City,0.280083,['United States of America'],2001-03-30,852206,119.0,['English'],Released,Brigham City,7.3,4,26791,"['Richard Dutcher', 'Matthew A. Brown', 'Wilford Brimley']",['Richard Dutcher'],-147794
1000000,"['Drama', 'Foreign', 'Romance']",56666,"['suicide', 'loss of brother', 'laughing', 'jihad', 'love', 'racial tension']",hi,Fiza,0.043023,['India'],2000-09-08,623791,170.0,"['हिन्दी', 'اردو']",Released,Fiza,6.1,7,56666,"['Hrithik Roshan', 'Karisma Kapoor', 'Jaya Bachchan']",['Khalid Mohammed'],-376209
1000000,['Comedy'],8675,"['pornography', 'sex', 'secret', 'fight', 'star', 'superhero', 'independent film', 'wedding', 'crime', 'mormon', 'woman director', 'sidekick', 'henchmen']",en,Orgazmo,5.06516,"['Japan', 'United States of America']",1997-09-06,0,94.0,"['English', '日本語']",Released,Orgazmo,6.2,115,8675,"['Trey Parker', 'Dian Bachar', 'Matt Stone']",['Trey Parker'],-1000000
0,"['Drama', 'Romance']",13132,"['southern usa', 'small town', 'virgin', 'independent film', 'best friend']",en,All the Real Girls,3.65924,['United States of America'],2003-08-01,0,108.0,['English'],Released,All the Real Girls,5.9,30,13132,"['Paul Schneider', 'Zooey Deschanel', 'Danny McBride']",['David Gordon Green'],0
0,['Comedy'],47686,['independent film'],en,Dream with the Fishes,0.948316,['United States of America'],1997-01-01,0,97.0,['English'],Released,Dream with the Fishes,7.7,10,47686,"['David Arquette', 'Brad Hunt', 'Kathryn Erbe']",[],0
1000000,['Drama'],46989,"['independent film', 'woman director']",en,Blue Car,0.672695,[],2002-01-11,464000,92.0,['English'],Released,Blue Car,6.7,13,46989,"['Margaret Colin', 'Agnes Bruckner', 'David Strathairn']",['Karen Moncrieff'],-536000
0,['Drama'],192132,"['high school', 'soccer', 'teenager', 'older man younger woman relationship', 'teenage sexuality', 'woman director']",en,Palo Alto,16.570708,['United States of America'],2014-05-09,0,100.0,['English'],Released,Palo Alto,6.4,348,192132,"['Emma Roberts', 'Jack Kilmer', 'Nat Wolff']",['Gia Coppola'],0
0,"['Crime', 'Drama']",24424,[],he,Ajami,0.51799,"['Israel', 'Germany']",2009-09-17,0,120.0,"['العربية', 'עִבְרִית']",Released,Ajami,6.8,27,24424,"['Fouad Habash', 'Nisrine Rihan', 'Elias Saba']",['Scandar Copti'],0
0,"['Comedy', 'Drama', 'Fantasy', 'Romance']",13198,"['independent film', 'break-up', 'ex-boyfriend ex-girlfriend relationship', 'rolling a cigarette', 'autocide', 'record player', 'hypodermic needle', 'missing pet', 'head in oven', 'grocery store', 'arm in cast', 'gun in mouth', 'toast', 'listening to music']",en,Wristcutters: A Love Story,8.542921,"['United Kingdom', 'United States of America']",2006-01-24,0,88.0,['English'],Released,Wristcutters: A Love Story,6.7,160,13198,"['Patrick Fugit', 'Shannyn Sossamon', 'Shea Whigham']",['Goran Dukic'],0
0,"['Science Fiction', 'Drama']",244267,"['independent film', 'eyes', 'molecular biologist']",en,I Origins,37.555398,['United States of America'],2014-07-18,336472,106.0,['English'],Released,I Origins,7.5,1063,244267,"['Michael Pitt', 'Brit Marling', 'Astrid Bergès-Frisbey']",['Mike Cahill'],336472
1000000,"['Comedy', 'Drama', 'Romance']",21413,"['fantasy', 'enemy', 'sister', 'high school', 'battlefield', 'bully', 'teenager', 'strategy', 'addict']",en,The Battle of Shaker Heights,5.20209,['United States of America'],2003-08-22,0,79.0,['English'],Released,The Battle of Shaker Heights,5.6,17,21413,"['Shia LaBeouf', 'Elden Henson', 'Amy Smart']",['Kyle Rankin'],-1000000
1000000,['Documentary'],123678,"['corruption', 'war', 'indonesia']",id,Jagal,8.887411,"['Denmark', 'Norway', 'United Kingdom']",2012-08-31,444575,115.0,"['English', 'Bahasa indonesia']",Released,The Act of Killing,7.5,210,123678,"['Anwar Congo', 'Herman Koto', 'Syamsul Arifin']",['Joshua Oppenheimer'],-555425
1000000,['Documentary'],13362,"['taxi', 'afghanistan', 'guantanamo bay', 'torture chamber']",en,Taxi to the Dark Side,0.748565,['United Kingdom'],2007-04-30,274661,106.0,['English'],Released,Taxi to the Dark Side,6.6,53,13362,"['Brian Keith Allen', 'Moazzam Begg', 'Christopher Beiring']",['Alex Gibney'],-725339
1000000,['Documentary'],39183,"['new york', 'beckenbauer', 'pele']",en,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,0.436148,[],2006-01-01,0,97.0,['English'],Released,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,4.7,3,39183,"['Pelé', 'Franz Beckenbauer', 'Carlos Alberto']",['Paul Crowder'],-1000000
0,['Drama'],62402,"['guyana', '19th century']",en,Guiana 1838,0.030253,"['Guyana', 'United States of America']",2004-09-24,0,120.0,['English'],Released,Guiana 1838,2.8,3,62402,"['Aasheekaa Bathija', 'Thomas Garvey', 'Kumar Gaurav']",['Rohit Jagessar'],0
0,[],206412,[],en,Lisa Picard Is Famous,0.690089,[],2000-05-14,0,90.0,[],Released,Lisa Picard Is Famous,4.0,1,206412,"['Laura Kirk', 'Nat DeWolf', 'Griffin Dunne']",['Griffin Dunne'],0
1000000,"['Drama', 'Adventure', 'Documentary']",201132,"['biography', 'antarctica']",en,Antarctica: A Year on Ice,1.883947,['New Zealand'],2013-09-05,0,92.0,['English'],Released,Antarctica: A Year on Ice,7.2,29,201132,"['Genevieve Bachman', 'William Brotman', 'Michael Christiansen']",['Anthony Powell'],-1000000
650000,['Documentary'],251471,"['pop culture', 'fan culture', 'documentary', 'toys']",en,A LEGO Brickumentary,1.631274,"['United States of America', 'Denmark']",2015-07-31,0,93.0,['English'],Released,A LEGO Brickumentary,6.4,55,251471,"['Jason Bateman', 'Matthias Klie']",['Kief Davidson'],-650000
1000000,"['Drama', 'Action']",112456,"['skateboarding', 'forgiveness', 'sport', 'family relationships', 'aftercreditsstinger']",en,Hardflip,0.341461,[],2012-06-01,0,114.0,['English'],Released,Hardflip,4.7,5,112456,"['Randy Wayne', 'John Schneider', 'Rosanna Arquette']",['Johnny Remo'],-1000000
0,['Thriller'],20296,[],en,Chocolate: Deep Dark Secrets,0.887821,['India'],2005-09-16,0,200.0,['हिन्दी'],Released,Chocolate: Deep Dark Secrets,3.4,6,20296,"['Anil Kapoor', 'Sunil Shetty', 'Arshad Warsi']",['Vivek Agnihotri'],0
0,"['Mystery', 'Horror']",25983,"['ritual', 'cult', 'independent film', 'human sacrifice', 'eclipse', 'satanic ritual', 'mumblegore']",en,The House of the Devil,8.628485,['United States of America'],2009-04-25,0,95.0,['English'],Released,The House of the Devil,6.0,197,25983,"['Jocelin Donahue', 'Mary Woronov', 'Greta Gerwig']",['Ti West'],0
0,"['Comedy', 'Thriller', 'Crime']",66195,"['swimming pool', 'tea kettle', 'conga line', 'spit in the face', 'convenience store robbery']",en,The Perfect Host,6.507094,['United States of America'],2010-07-01,14870,93.0,['English'],Released,The Perfect Host,6.2,135,66195,"['David Hyde Pierce', 'Clayne Crawford', 'Nathaniel Parker']",['Nick Tomnay'],14870
0,"['Comedy', 'Crime']",16155,"['robbery', 'organized crime', 'gangster', 'safecracker', 'rosh hashanah']",en,Safe Men,1.190729,['United States of America'],1998-08-17,0,88.0,['English'],Released,Safe Men,6.3,16,16155,"['Sam Rockwell', 'Steve Zahn', 'Paul Giamatti']",['John Hamburg'],0
1000000,"['Romance', 'Drama', 'Crime']",46727,"['racing car', 'growing up', 'scam', 'male prostitute']",en,Speedway Junky,0.340019,['United States of America'],1999-02-11,0,104.0,['English'],Released,Speedway Junky,5.2,7,46727,"['Jesse Bradford', 'Jordan Brower', 'Jonathan Taylor Thomas']",['Nickolas Perry'],-1000000
0,"['Comedy', 'Drama']",55180,"['magazine', 'independent film', 'counter-culture', 'model', 'arrogance']",en,The Last Big Thing,0.678475,['United States of America'],1998-09-23,0,98.0,['English'],Released,The Last Big Thing,6.0,3,55180,"['Dan Zukovic', 'Mark Ruffalo', 'Sibel Ergener']",['Dan Zukovic'],0
0,"['Action', 'Comedy']",29015,['superhero'],en,The Specials,9.055447,['United States of America'],2000-09-22,0,82.0,['English'],Released,The Specials,5.5,11,29015,"['Jordan Ladd', 'Rob Lowe', 'Jamie Kennedy']",['Craig Mazin'],0
0,"['Comedy', 'Romance']",91122,"['affection', 'woman director']",en,16 to Life,0.108468,[],2009-09-19,0,118.0,['English'],Released,16 to Life,4.4,5,91122,"['Hallee Hirsh', 'Theresa Russell', 'Shiloh Fernandez']",['Becky Smith'],0
1000000,"['Crime', 'Drama', 'Romance', 'Thriller']",18206,"['obsession', 'hidden camera', 'stalker', 'independent film', 'invasion of privacy', 'voyeurism']",en,Alone With Her,2.175696,['United States of America'],2006-04-28,10018,78.0,"['English', 'Español']",Released,Alone With Her,6.2,20,18206,"['Colin Hanks', 'Ana Claudia Talancón', 'Jordana Spiro']",['Eric Nicholas'],-989982
1000000,"['Drama', 'Science Fiction']",320146,"['virtual reality', 'black and white']",en,Creative Control,1.50211,['United States of America'],2016-03-11,0,97.0,['English'],Released,Creative Control,5.4,25,320146,"['Benjamin Dickinson', 'Nora Zehetner', 'Dan Gill']",['Benjamin Dickinson'],-1000000
1000000,"['Drama', 'Fantasy', 'Science Fiction']",13856,"['hallucination', 'superhero', 'independent film']",en,Special,1.260314,['United States of America'],2006-01-30,7202,81.0,['English'],Released,Special,6.6,32,13856,"['Michael Rapaport', 'Josh Peck', 'Robert Baker']",['Hal Haberman'],-992798
0,[],219716,[],en,Sparkler,0.547654,[],1999-03-19,0,96.0,[],Released,Sparkler,0.0,1,219716,"['Park Overall', 'Veronica Cartwright', 'Freddie Prinze Jr.']",['Darren Stein'],0
0,"['Action', 'Comedy', 'Science Fiction']",43630,[],en,The Helix... Loaded,0.0206,['United States of America'],2005-01-01,0,97.0,['English'],Rumored,The Helix... Loaded,4.8,2,43630,[],[],0
0,"['Drama', 'Action', 'Thriller']",56491,"['rebel', 'usa president', 'hostage', 'airplane']",en,In Her Line of Fire,0.429587,['United States of America'],2006-04-21,0,88.0,['English'],Released,In Her Line of Fire,3.3,9,56491,"['Mariel Hemingway', 'David Keith', 'David Millbern']",['Brian Trenchard-Smith'],0
0,"['Comedy', 'Drama']",99826,['stand-up comedy'],en,The Jimmy Show,0.098351,['United States of America'],2002-01-16,0,96.0,['English'],Released,The Jimmy Show,8.0,1,99826,"['Frank Whaley', 'Carla Gugino', 'Ethan Hawke']",['Frank Whaley'],0
1000000,"['Crime', 'Drama']",186935,"['drug cartel', 'extreme violence']",es,Heli,3.629777,['Mexico'],2013-08-09,0,105.0,['Español'],Released,Heli,6.2,32,186935,"['Armando Espitia', 'Andrea Vergara', 'Linda Gonzalez']",['Amat Escalante'],-1000000
0,"['Family', 'Comedy']",357441,[],en,Karachi se Lahore,0.060003,['Pakistan'],2015-07-31,0,0.0,['اردو'],Released,Karachi se Lahore,8.0,1,357441,"['Shehzad Sheikh', 'Ayesha Omar', 'Yasir Hussain']",[],0
900000,"['Drama', 'Romance']",19344,"['bisexuality', 'australia', 'twin brother', 'friends', 'melbourne', 'teacher', 'lesbian', 'lgbt', 'woman director']",en,Loving Annabelle,7.145832,['United States of America'],2006-03-08,0,76.0,['English'],Released,Loving Annabelle,6.4,55,19344,"['Erin Kelly', 'Diane Gaidry', 'Laura Breckenridge']",['Katherine Brooks'],-900000
1000000,"['Drama', 'Comedy']",242083,"['talent', 'delusion', 'fame', 'teenager', 'viral video']",en,Hits,3.638411,['United States of America'],2014-01-21,0,96.0,['English'],Released,Hits,4.9,23,242083,"['Meredith Hagner', 'Matt Walsh', 'James Adomian']",['David Cross'],-1000000
0,"['Action', 'Crime', 'Drama', 'Thriller']",18869,"['police', 'revenge', 'independent film', 'video camera', 'on the run']",en,Jimmy and Judy,1.255771,['United States of America'],2006-01-01,0,99.0,['English'],Released,Jimmy and Judy,5.4,8,18869,"['Edward Furlong', 'Rachael Bella', 'William Sadler']",['Randall Rubin'],0
0,"['Comedy', 'Romance']",26673,['sport'],en,Frat Party,0.783842,['United States of America'],2009-01-01,0,84.0,['English'],Released,Frat Party,3.5,4,26673,"['Randy Wayne', ""Caroline D'Amore"", 'Jareb Dauplaise']",['Robert Bennett'],0
0,['Drama'],41830,"['london england', 'beatnik']",en,The Party's Over,0.118324,['United Kingdom'],1965-04-22,0,94.0,['English'],Released,The Party's Over,6.1,6,41830,"['Oliver Reed', 'Clifford David', 'Ann Lynn']",['Guy Hamilton'],0
0,['Drama'],37694,['woman director'],en,Proud,0.023681,[],2004-07-02,0,87.0,[],Released,Proud,5.5,3,37694,"['Vernel Bagneris', 'Marcus Chait', 'Michael Ciesla']",['Mary Pat Kelly'],0
0,['Drama'],63287,"['rape', 'drug abuse', 'independent film']",en,The Poker House,2.948576,['United States of America'],2008-06-20,0,93.0,"['English', 'Español']",Released,The Poker House,6.1,47,63287,"['Jennifer Lawrence', 'Selma Blair', 'Bokeem Woodbine']",['Lori Petty'],0
0,[],335874,[],en,Childless,0.243853,['United States of America'],2015-04-03,0,90.0,['English'],Released,Childless,4.5,2,335874,"['Barbara Hershey', 'Joe Mantegna', 'Diane Venora']",['Charlie Levi'],0
0,['Horror'],34592,"['racist', 'religion']",en,ZMD: Zombies of Mass Destruction,1.563711,['United States of America'],2009-01-01,0,92.0,['English'],Released,ZMD: Zombies of Mass Destruction,4.7,31,34592,"['Janette Armand', 'Doug Fahl', 'Cooper Hopkins']",['Kevin Hamedani'],0
1000000,"['Horror', 'Thriller']",92635,[],en,Snow White: A Deadly Summer,0.653495,[],2012-03-16,0,85.0,['English'],Released,Snow White: A Deadly Summer,4.8,11,92635,"['Shanley Caswell', 'Maureen McCormick', 'Eric Roberts']",['David DeCoteau'],-1000000
0,"['Romance', 'Drama']",258755,[],es,A escondidas,1.233688,['Spain'],2014-10-03,0,96.0,['Español'],Released,Hidden Away,7.6,26,258755,"['Germán Alcarazu', 'Adil Koukouh', 'Ana Wagener']",['Mikel Rueda'],0
1000000,"['Comedy', 'Drama', 'Romance']",96534,[],de,My Last Day Without You,0.153625,['United States of America'],2011-06-11,0,90.0,['English'],Released,My Last Day Without You,5.7,3,96534,"['Ken Duken', 'Nicole Beharie', 'Reg E. Cathey']",['Stefan C. Schaefer'],-1000000
0,"['Comedy', 'Romance']",21283,[],en,Steppin: The Movie,0.328498,['United States of America'],2009-05-19,0,85.0,['English'],Released,Steppin: The Movie,5.0,4,21283,"['Wesley Jonathan', 'Chrystee Pharris', 'Anthony Anderson']",['Michael Taliferro'],0
